TestMethod,Column,TrendMethod,Trend,Lags,NullHypothesis,PValue,TestStatistic
Adf,Temperature,nc,No trend components,20,The process contains a unit root.,0.9763309316519257,1.6519315604455065
Adf,Temperature,nc,No trend components,21,The process contains a unit root.,0.9748072349551559,1.6245935492030565
Adf,Temperature,nc,No trend components,22,The process contains a unit root.,0.938678674741053,1.1835532704804215
Adf,Temperature,nc,No trend components,23,The process contains a unit root.,0.9346906585415943,1.1481601965547634
Adf,Temperature,nc,No trend components,24,The process contains a unit root.,0.9210924079958378,1.038073506179614
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,0,The process contains a unit root.,4.624239670431398e-05,-5.725385556534898
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,1,The process contains a unit root.,0.0002896367050227163,-5.309119028980101
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,2,The process contains a unit root.,0.028385533770954346,-4.036204062305551
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,3,The process contains a unit root.,0.10457418836559657,-3.53393543544845
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,4,The process contains a unit root.,0.3144106859216443,-2.96037071692977
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,5,The process contains a unit root.,0.6818038710753359,-2.295874330599433
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,6,The process contains a unit root.,0.7836530755129143,-2.0818698779480314
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,7,The process contains a unit root.,0.8383132120910877,-1.941228943149807
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,8,The process contains a unit root.,0.7606613570653348,-2.1342986594087914
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,9,The process contains a unit root.,0.6859304520400613,-2.2879360135713562
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,10,The process contains a unit root.,0.6710359349111503,-2.316386496633111
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,11,The process contains a unit root.,0.6887873028670747,-2.2824137371930537
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,12,The process contains a unit root.,0.7955729342807041,-2.0533557883845166
Adf,Temperature,ctt,Include a constant and linear and quadratic time trends,13,The process contains a unit root.,0.8379494594151464,-1.9422631612672585
