TestMethod,Column,TrendMethod,Trend,Lags,NullHypothesis,PValue,TestStatistic
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,17,The process contains a unit root.,0.8735423245573017,-1.8320322445973691
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,18,The process contains a unit root.,0.524121019492804,-2.5786070708945505
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,19,The process contains a unit root.,0.13256515217645598,-3.4268427085694673
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,20,The process contains a unit root.,0.6221587922945074,-2.406472378947534
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,21,The process contains a unit root.,0.008941208271475548,-4.406489158975425
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,22,The process contains a unit root.,0.009143071641931035,-4.399779592589074
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,23,The process contains a unit root.,0.011033350956751994,-4.342689233510828
Adf,Radiation,ctt,Include a constant and linear and quadratic time trends,24,The process contains a unit root.,0.016781482961192237,-4.211010751596972
Adf,Radiation,ct,Include a constant and linear time trend,0,The process contains a unit root.,6.286779796586376e-05,-5.275822456809093
Adf,Radiation,ct,Include a constant and linear time trend,1,The process contains a unit root.,0.0003452529711092767,-4.875087953896864
Adf,Radiation,ct,Include a constant and linear time trend,2,The process contains a unit root.,0.0436772833781466,-3.4616696892889194
Adf,Radiation,ct,Include a constant and linear time trend,3,The process contains a unit root.,0.08414417496522325,-3.2012939494898927
Adf,Radiation,ct,Include a constant and linear time trend,4,The process contains a unit root.,0.19079074014086034,-2.8169439411412505
Adf,Radiation,ct,Include a constant and linear time trend,5,The process contains a unit root.,0.1888538039732005,-2.822358083998196
Adf,Radiation,ct,Include a constant and linear time trend,6,The process contains a unit root.,0.13998401532360077,-2.972322805136711
Adf,Radiation,ct,Include a constant and linear time trend,7,The process contains a unit root.,0.021812806559497668,-3.708356665487456
Adf,Radiation,ct,Include a constant and linear time trend,8,The process contains a unit root.,0.0521577647766967,-3.3942733091389026
Adf,Radiation,ct,Include a constant and linear time trend,9,The process contains a unit root.,0.22908967511419842,-2.7170057223978983
Adf,Radiation,ct,Include a constant and linear time trend,10,The process contains a unit root.,0.6101427402688372,-1.9839616227288095
Adf,Radiation,ct,Include a constant and linear time trend,11,The process contains a unit root.,0.6592921902372085,-1.8910540350546057
Adf,Radiation,ct,Include a constant and linear time trend,12,The process contains a unit root.,0.4936175109378448,-2.1933083423435407
Adf,Radiation,ct,Include a constant and linear time trend,13,The process contains a unit root.,0.7208554832154743,-1.7661318338241736
Adf,Radiation,ct,Include a constant and linear time trend,14,The process contains a unit root.,0.6522558653542516,-1.9046504288027166
Adf,Radiation,ct,Include a constant and linear time trend,15,The process contains a unit root.,0.5958575337591552,-2.0102164072688606
Adf,Radiation,ct,Include a constant and linear time trend,16,The process contains a unit root.,0.5469072276726689,-2.0985525415249167
Adf,Radiation,ct,Include a constant and linear time trend,17,The process contains a unit root.,0.7437693825828843,-1.7160400236750584
Adf,Radiation,ct,Include a constant and linear time trend,18,The process contains a unit root.,0.4623446681504089,-2.248988535981029
Adf,Radiation,ct,Include a constant and linear time trend,19,The process contains a unit root.,0.11182139646497002,-3.076947964225856
Adf,Radiation,ct,Include a constant and linear time trend,20,The process contains a unit root.,0.4818665585876765,-2.2141926507933354
Adf,Radiation,ct,Include a constant and linear time trend,21,The process contains a unit root.,0.009863431302433705,-3.964712257415242
Adf,Radiation,ct,Include a constant and linear time trend,22,The process contains a unit root.,0.14453626535625969,-2.956886011921476
Adf,Radiation,ct,Include a constant and linear time trend,23,The process contains a unit root.,0.44630248947393014,-2.277734489006642
Adf,Radiation,ct,Include a constant and linear time trend,24,The process contains a unit root.,0.7035372403534298,-1.8025297186199332
Adf,Temperature,c,Include a constant,0,The process contains a unit root.,0.0009170569109270303,-4.11432190432105
Adf,Temperature,c,Include a constant,1,The process contains a unit root.,0.018618543990644068,-3.224335746127315
Adf,Temperature,c,Include a constant,2,The process contains a unit root.,0.24282740284878918,-2.1042042817229434
Adf,Temperature,c,Include a constant,3,The process contains a unit root.,0.41264565824577737,-1.7360401381132133
Adf,Temperature,c,Include a constant,4,The process contains a unit root.,0.44762302598218784,-1.6680916606282474
Adf,Temperature,c,Include a constant,5,The process contains a unit root.,0.654605046459402,-1.2435088215548527
Adf,Temperature,c,Include a constant,6,The process contains a unit root.,0.7801334257227831,-0.92350484590984
Adf,Temperature,c,Include a constant,7,The process contains a unit root.,0.7616577531863479,-0.9767267955988647
Adf,Temperature,c,Include a constant,8,The process contains a unit root.,0.8414525440588113,-0.7201816882653054
Adf,Temperature,c,Include a constant,9,The process contains a unit root.,0.8669862549635885,-0.6174665653511255
Adf,Temperature,c,Include a constant,10,The process contains a unit root.,0.8609064784133087,-0.6432514845953909
Adf,Temperature,c,Include a constant,11,The process contains a unit root.,0.9137087961500567,-0.37799317127133575
Adf,Temperature,c,Include a constant,12,The process contains a unit root.,0.9070162447580767,-0.4181950459854321
Adf,Temperature,c,Include a constant,13,The process contains a unit root.,0.9142434536352151,-0.37466624753903616
Adf,Temperature,c,Include a constant,14,The process contains a unit root.,0.8897391429619587,-0.5115684954120654
Adf,Temperature,c,Include a constant,15,The process contains a unit root.,0.8065999104772907,-0.8415874239045473
Adf,Temperature,c,Include a constant,16,The process contains a unit root.,0.8383704791259075,-0.7316863429741447
Adf,Temperature,c,Include a constant,17,The process contains a unit root.,0.9289042034662007,-0.27549337451892736
Adf,Temperature,c,Include a constant,18,The process contains a unit root.,0.9658919490756168,0.09752852065935871
Adf,Temperature,c,Include a constant,19,The process contains a unit root.,0.9672194476986514,0.11725242186422016
Adf,Temperature,c,Include a constant,20,The process contains a unit root.,0.9381572489965677,-0.20304865424520036
Adf,Temperature,c,Include a constant,21,The process contains a unit root.,0.8802702004334279,-0.5576357562602992
Adf,Temperature,c,Include a constant,22,The process contains a unit root.,0.9648098646329318,0.08199179927617678
Adf,Temperature,c,Include a constant,23,The process contains a unit root.,0.9495412869195087,-0.09896740458581892
Adf,Temperature,c,Include a constant,24,The process contains a unit root.,0.9900786333851053,0.7122211020655479
Adf,Temperature,nc,No trend components,0,The process contains a unit root.,0.7830301227821678,0.3305146069697271
Adf,Temperature,nc,No trend components,1,The process contains a unit root.,0.8234525145190996,0.49380358536692387
Adf,Temperature,nc,No trend components,2,The process contains a unit root.,0.8721683426558783,0.72827282442812
Adf,Temperature,nc,No trend components,3,The process contains a unit root.,0.8959090389456816,0.8656524452995901
Adf,Temperature,nc,No trend components,4,The process contains a unit root.,0.8907497796972093,0.8340682057782421
Adf,Temperature,nc,No trend components,5,The process contains a unit root.,0.8696272082727472,0.714652730715053
Adf,Temperature,nc,No trend components,6,The process contains a unit root.,0.9225719412320461,1.0493582470437937
Adf,Temperature,nc,No trend components,7,The process contains a unit root.,0.895539963491339,0.8633570258731437
Adf,Temperature,nc,No trend components,8,The process contains a unit root.,0.9070748354938138,0.9379792535401097
Adf,Temperature,nc,No trend components,9,The process contains a unit root.,0.9191960872611267,1.0238284837782625
