ISO_N3,ISO_C3,cntry.name,year,mean_pre,mean_rad,mean_tmp,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,SP.POP.TOTL,AG.LND.AGRI.K2,AG.PRD.CROP.XD
710,ZAF,South Africa,1970,51.0849338141386000000000000000,225.4790012257100000000000000000,18.0055060471650000000000000000,138000000000.0000000000000000000000000000,6244.0833380000000000000000000000,22069776.0000000000000000000000000000,955900.0000000000000000000000000000,51.5800000000000000000000000000
710,ZAF,South Africa,1971,65.5118976133535000000000000000,218.8809168927690000000000000000,17.4778494589642000000000000000,144000000000.0000000000000000000000000000,6340.1923620000000000000000000000,22665271.0000000000000000000000000000,953900.0000000000000000000000000000,63.6000000000000000000000000000
710,ZAF,South Africa,1972,56.4840800335333000000000000000,222.9133020405910000000000000000,17.7600952910052000000000000000,146000000000.0000000000000000000000000000,6274.5122510000000000000000000000,23281508.0000000000000000000000000000,951950.0000000000000000000000000000,67.5500000000000000000000000000
710,ZAF,South Africa,1973,59.3879496956268000000000000000,221.5111734556800000000000000000,17.7470807611849000000000000000,153000000000.0000000000000000000000000000,6388.0840570000000000000000000000,23913099.0000000000000000000000000000,949900.0000000000000000000000000000,52.0500000000000000000000000000
710,ZAF,South Africa,1974,68.5405015285748000000000000000,216.5566940426740000000000000000,17.4465884013303000000000000000,162000000000.0000000000000000000000000000,6601.9265310000000000000000000000,24552540.0000000000000000000000000000,948050.0000000000000000000000000000,73.6500000000000000000000000000
710,ZAF,South Africa,1975,69.3072459737075000000000000000,216.9978881627770000000000000000,17.4210947962162000000000000000,165000000000.0000000000000000000000000000,6542.6101460000000000000000000000,25195187.0000000000000000000000000000,945850.0000000000000000000000000000,68.3400000000000000000000000000
710,ZAF,South Africa,1976,75.4767019305159000000000000000,215.5931915202390000000000000000,17.2358968027906000000000000000,169000000000.0000000000000000000000000000,6523.6602560000000000000000000000,25836888.0000000000000000000000000000,943820.0000000000000000000000000000,66.7200000000000000000000000000
710,ZAF,South Africa,1977,66.1148832111313000000000000000,220.1209785816380000000000000000,17.9679056821008000000000000000,168000000000.0000000000000000000000000000,6359.0170810000000000000000000000,26480913.0000000000000000000000000000,943200.0000000000000000000000000000,71.4900000000000000000000000000
710,ZAF,South Africa,1978,66.0410926884090000000000000000,218.6749129937030000000000000000,17.6795084292544000000000000000,173000000000.0000000000000000000000000000,6391.8743700000000000000000000000,27138965.0000000000000000000000000000,942800.0000000000000000000000000000,76.1400000000000000000000000000
710,ZAF,South Africa,1979,52.5857249391087000000000000000,222.3512949926860000000000000000,18.0161826548383000000000000000,180000000000.0000000000000000000000000000,6470.0516750000000000000000000000,27827320.0000000000000000000000000000,942100.0000000000000000000000000000,71.7500000000000000000000000000
710,ZAF,South Africa,1980,54.9853513989310000000000000000,222.4283361925010000000000000000,17.7026447246193000000000000000,192000000000.0000000000000000000000000000,6722.1952770000000000000000000000,28556769.0000000000000000000000000000,941600.0000000000000000000000000000,78.3900000000000000000000000000
710,ZAF,South Africa,1981,62.2114043684809000000000000000,218.3763402549990000000000000000,17.3016221067302000000000000000,202000000000.0000000000000000000000000000,6895.1066380000000000000000000000,29333103.0000000000000000000000000000,941000.0000000000000000000000000000,92.9700000000000000000000000000
710,ZAF,South Africa,1982,47.4095392439003000000000000000,223.4919818919830000000000000000,17.9990758029102000000000000000,201000000000.0000000000000000000000000000,6682.4694180000000000000000000000,30150448.0000000000000000000000000000,940330.0000000000000000000000000000,76.9900000000000000000000000000
710,ZAF,South Africa,1983,53.3965245292407000000000000000,223.9426377491010000000000000000,18.5556967513860000000000000000,198000000000.0000000000000000000000000000,6380.6086090000000000000000000000,30993758.0000000000000000000000000000,940330.0000000000000000000000000000,59.4100000000000000000000000000
710,ZAF,South Africa,1984,53.0553039394581000000000000000,222.9357189899750000000000000000,18.1890392135937000000000000000,208000000000.0000000000000000000000000000,6527.4058290000000000000000000000,31841593.0000000000000000000000000000,940330.0000000000000000000000000000,68.6800000000000000000000000000
710,ZAF,South Africa,1985,61.8210975813381000000000000000,222.2023103796790000000000000000,18.4068383231384000000000000000,205000000000.0000000000000000000000000000,6283.1117020000000000000000000000,32678874.0000000000000000000000000000,940330.0000000000000000000000000000,75.6600000000000000000000000000
710,ZAF,South Africa,1986,56.7722874271595000000000000000,222.3069904281420000000000000000,18.2941597856928000000000000000,205000000000.0000000000000000000000000000,6130.9387110000000000000000000000,33495953.0000000000000000000000000000,944000.0000000000000000000000000000,76.7700000000000000000000000000
710,ZAF,South Africa,1987,65.0877785266188000000000000000,220.5873947361320000000000000000,18.3778968859756000000000000000,210000000000.0000000000000000000000000000,6113.4004330000000000000000000000,34297727.0000000000000000000000000000,946500.0000000000000000000000000000,82.7900000000000000000000000000
710,ZAF,South Africa,1988,64.2881123554020000000000000000,217.6806802084580000000000000000,17.9669851794277000000000000000,218000000000.0000000000000000000000000000,6224.4085490000000000000000000000,35100909.0000000000000000000000000000,949000.0000000000000000000000000000,85.8400000000000000000000000000
710,ZAF,South Africa,1989,64.6147060559836000000000000000,216.8996618335050000000000000000,17.7925669916476000000000000000,224000000000.0000000000000000000000000000,6226.3921130000000000000000000000,35930050.0000000000000000000000000000,953000.0000000000000000000000000000,93.6700000000000000000000000000
710,ZAF,South Africa,1990,49.2719294513273000000000000000,221.7080931421310000000000000000,17.9674626663869000000000000000,223000000000.0000000000000000000000000000,6059.7978970000000000000000000000,36800509.0000000000000000000000000000,956000.0000000000000000000000000000,83.7800000000000000000000000000
710,ZAF,South Africa,1991,59.1452561017005000000000000000,219.3717874645180000000000000000,18.1325464392473000000000000000,221000000000.0000000000000000000000000000,5852.0446510000000000000000000000,37718950.0000000000000000000000000000,960050.0000000000000000000000000000,84.8100000000000000000000000000
710,ZAF,South Africa,1992,39.8317865847558000000000000000,228.7984407746340000000000000000,18.7745875361166000000000000000,216000000000.0000000000000000000000000000,5585.7571290000000000000000000000,38672607.0000000000000000000000000000,964730.0000000000000000000000000000,62.1300000000000000000000000000
710,ZAF,South Africa,1993,56.7215866406524000000000000000,220.7522508249390000000000000000,18.4979763629124000000000000000,219000000000.0000000000000000000000000000,5517.5295810000000000000000000000,39633750.0000000000000000000000000000,969360.0000000000000000000000000000,80.2600000000000000000000000000
710,ZAF,South Africa,1994,49.8838768011239000000000000000,222.0676591912620000000000000000,17.6541034913899000000000000000,226000000000.0000000000000000000000000000,5563.5005050000000000000000000000,40564059.0000000000000000000000000000,972650.0000000000000000000000000000,90.1100000000000000000000000000
710,ZAF,South Africa,1995,64.0831081094670000000000000000,219.4242677899610000000000000000,18.1204378154209000000000000000,233000000000.0000000000000000000000000000,5615.2991200000000000000000000000,41435758.0000000000000000000000000000,975200.0000000000000000000000000000,73.0200000000000000000000000000
710,ZAF,South Africa,1996,71.4740432662384000000000000000,212.5415876467760000000000000000,17.6226112198820000000000000000,243000000000.0000000000000000000000000000,5745.1078190000000000000000000000,42241011.0000000000000000000000000000,978900.0000000000000000000000000000,95.2400000000000000000000000000
710,ZAF,South Africa,1997,65.2997865867816000000000000000,215.6355473030620000000000000000,17.8481135370182000000000000000,249000000000.0000000000000000000000000000,5792.1268240000000000000000000000,42987461.0000000000000000000000000000,979450.0000000000000000000000000000,94.7600000000000000000000000000
710,ZAF,South Africa,1998,61.2503642980285000000000000000,220.4019014135200000000000000000,18.4284392182307000000000000000,250000000000.0000000000000000000000000000,5728.4987620000000000000000000000,43682260.0000000000000000000000000000,979880.0000000000000000000000000000,88.9500000000000000000000000000
710,ZAF,South Africa,1999,52.8043871081133000000000000000,222.7999055750050000000000000000,18.5947150021801000000000000000,256000000000.0000000000000000000000000000,5779.1563760000000000000000000000,44338543.0000000000000000000000000000,980580.0000000000000000000000000000,95.5900000000000000000000000000
710,ZAF,South Africa,2000,79.1837196861405000000000000000,212.7192245253610000000000000000,17.5811715575373000000000000000,267000000000.0000000000000000000000000000,5937.6260860000000000000000000000,44967708.0000000000000000000000000000,981250.0000000000000000000000000000,102.6800000000000000000000000000
710,ZAF,South Africa,2001,64.8796690886005000000000000000,217.1677492513390000000000000000,18.0285775110094000000000000000,274000000000.0000000000000000000000000000,6017.1778460000000000000000000000,45571274.0000000000000000000000000000,980130.0000000000000000000000000000,93.3200000000000000000000000000
